"PrimarySmtpAddress","Count"
"mascheckupbildirim@acibadem.com","36"
"masdanisma@acibadem.com","143"
"masdestek@acibadem.com","1121"
"masdigerbashekimliksorumlular@acibadem.com","24"
"masdisfiyatverme@acibadem.com","67"
"masdishekimbildirim@acibadem.com","35"
"Masdoklist@acibadem.com","40"
"Masdoklist@acibadem.com.tr","46"
"masdyt@acibadem.com","65"
"maseczane@acibadem.com","25551"
"masendoskopifiyatverme@acibadem.com","39"
"masfaturakontrol@acibadem.com","828"
"masfaturasiz@acibadem.com","584"
"masgozfiyatverme@acibadem.com","59"
"masguvenlik@acibadem.com","9"
"mashasacil@acibadem.com","188"
"mashasekipliderleri@acibadem.com","1963"
"mashassorumlular@acibadem.com","1732"
"mashastadanismanlari@acibadem.com","260"
"mashastahizmetleri@acibadem.com","127"
"mashastailiskileri1@acibadem.com","1636"
"mashastakabul@acibadem.com","340"
"mashastalep@acibadem.com","25050"
"mashem2kata@acibadem.com","27"
"mashem2katb@acibadem.com","1"
"mashem3kata@acibadem.com","27"
"mashemameliyathemsire@acibadem.com","4"
"mashembebekodasi@acibadem.com","64"
"mashemekipliderleri@acibadem.com","49"
"mashemgyb@acibadem.com","5"
"mashemkemoterapi@acibadem.com","16"
"mashemklinikegitim@acibadem.com","201"
"mashemklinikenfeksiyon@acibadem.com","15"
"mashemkoroner@acibadem.com","35"
"mashemkvcservis@acibadem.com","30"
"MasHemlist@acibadem.com","1"
"MasHemlist@acibadem.com.tr","3"
"mashemmsu@acibadem.com","2"
"mashemnicu@acibadem.com","16"
"mashemozeldal@acibadem.com","2571"
"mashemzemina@acibadem.com","27"
"mashhmcheckup@acibadem.com","17"
"Mashhmlist@acibadem.com","27"
"Mashhmlist@acibadem.com.tr","30"
"mashhmyatiscikis@acibadem.com","1822"
"masiskazasi@acibadem.com","63"
"masivffiyatverme@acibadem.com","301"
"maslak2.2katdblok@acibadem.com","6"
"maslakinfo@acibadem.com","606"
"maslaklabmedyatanhasta@acibadem.com","66"
"maslakmisafirhekim@acibadem.com","40"
"masldanadepo@acibadem.com","11782"
"masnobetciisletme@acibadem.com","3136"
"masnutrisyondestekekibi@acibadem.com","1"
"masolaybildirim@acibadem.com","530"
"masonkolojikonseyi@acibadem.com","6"
"masops@acibadem.com","1152"
"maspediatri@acibadem.com","21"
"Masperlist@acibadem.com","48"
"maspolkhemsireleri@acibadem.com","70"
"massantral@acibadem.com","11284"
"massorumluhemsireler@acibadem.com","3318"
"massupervizor@acibadem.com","536"
"mastabhastgrub@acibadem.com","10690"
"masteknikhizmetler@acibadem.com","28"
"masthy@acibadem.com","1992"
"mastibbionam@acibadem.com","98"
"mastumorkonseyi@acibadem.com","151"
"masubs@acibadem.com","104"
"masuhm@acibadem.com","2353"
"masulasim@acibadem.com","4195"
"masyabancihastagrubu@acibadem.com","145"
"masyatanfiyatverme@acibadem.com","555"
"masyatanhasta2@acibadem.com","2182"
"masyatanhastaborc@acibadem.com","84"
"masyatanhastadanismanlari@acibadem.com","75"
"masyatanhastasorekiplideri@acibadem.com","4968"
"mavikod@acibadem.com","2"
"MC_bur.tan.yonlendirme@acibadem.com","14078"
"MC_eng.cak.yoenlendirme@acibadem.com","3"
"MC_reh.bar.yonlendirme@acibadem.com","12271"
"mcmnobet@acibadem.com","7"
"med@acibadem.com","339"
"medikalkomite@acibademmobil.com.tr","55"
"medikaloperasyon@acibadem.com","2574"
"medit@acibadem.com","63773"
"medlifemuhasebe@acibadem.com","4"
"MEDMOT@ACIBADEM.COM","13426"
"medmuhasebe@acibadem.com","430"
"medops@acibadem.com","7"
"medula.proje.grubu@acibadem.com","3"
"memnuniyetyonetimi@acibadem.com","14001"
"merck.spv@acibadem.com","4"
"merck@acibadem.com","75"
"merckmarmaradoguanadolu@acibadem.com","5"
"merckmarmaraortaanadolukaradeniz@acibadem.com","4"
"merkezdestekhizmetleri@acibadem.com","397"
"merornekkabul@acibadem.com","1943"
"MG_ADA_Dok@acibadem.com","20"
"MG_ADA_HD@acibadem.com","17"
"MG_ADA_PER@acibadem.com","17"
"MG_ANK_Dok@acibadem.com","3"
"MG_ANK_PER@acibadem.com","3"
"MG_aplus_pers@acibadem.com","72"
"MG_ATA_Dok@acibadem.com","48"
"MG_ATA_HD@acibadem.com","22"
"MG_ATZ_Dok@acibadem.com","14"
"MG_ATZ_Hd@acibadem.com","5"
"MG_ATZ_Per@acibadem.com","5"
"MG_BAG_Dok@acibadem.com","51"
"MG_BAK_Dok@acibadem.com","15"
"MG_BAK_HD@acibadem.com","3"
"MG_BAK_PER@acibadem.com","3"
"MG_BEY_Dok@acibadem.com","34"
"MG_BEY_Hhm@acibadem.com","59"
"MG_BKR_PER@acibadem.com","3"
"MG_BOD_Dok@acibadem.com","20"
"MG_BOD_PER@acibadem.com","5"
"MG_BUR_Dok@acibadem.com","14"
"MG_BUR_PER@acibadem.com","5"
"MG_ESK_Dok@acibadem.com","13"
"MG_ESK_HD@acibadem.com","5"
"MG_ESK_Hhm@acibadem.com","15"
"MG_ESK_PER@acibadem.com","5"
"MG_ETI_Dok@acibadem.com","35"
"MG_ETI_Hhm@acibadem.com","47"
"MG_FUL_Dok@acibadem.com","10"
"MG_FUL_HD@acibadem.com","2"
"MG_FUL_Hhm@acibadem.com","12"
"MG_FUL_PER@acibadem.com","2"
"MG_GOK_Dok@acibadem.com","29"
"MG_HLK_Dok@acibadem.com","29"
"MG_HLK_Hd@acibadem.com","11"
"MG_HLK_Hhm@acibadem.com","20"
"MG_HLK_PER@acibadem.com","39"
"MG_KAY_Dok@acibadem.com","14"
"MG_KAY_Hhm@acibadem.com","13"
"MG_KAY_PER@acibadem.com","3"
"MG_KDK_Dok@acibadem.com","20"
"MG_KDK_PER@acibadem.com","10"
"MG_KOC_Dok@acibadem.com","9"
"MG_KOC_PER@acibadem.com","3"
"MG_KOZ_Dok@acibadem.com","15"
"MG_KOZ_HD@acibadem.com","3"
"MG_KOZ_PER@acibadem.com","3"
"MG_MAS_Dok@acibadem.com","16"
"MG_MAS_Hhm@acibadem.com","17"
"MG_MAS_PER@acibadem.com","7"
"MG_MOB_PER@acibadem.com","54"
"MG_TKS_Dok@acibadem.com","8"
"MG_TKS_PER@acibadem.com","2"
"MicrosoftExchange329e71ec88ae4615bbc36ab6ce41109e@acibadem.com","2985"
"migrentedavimerkezi@acibadem.com","5"
"mirth@acibadem.com","22"
"mkebiyomedikal@acibadem.com","120"
"mobannebebek@acibadem.com","285"
"mobarvento2@acibadem.com","54"
"mobdirvediryrd@acibadem.com","54"
"mobhavaambulans@acibademmobil.com.tr","54"
"mobigneucu@acibadem.com","54"
"mobik@acibadem.com","16"
"mobikisistem@acibademmobil.com.tr","63"
"mobilassist@acibadem.com","117"
"mobilbakimhizmetleriperlist@acibadem.com","54"
"mobilbakimkanalma@acibadem.com","54"
"mobilbt@acibademmobil.com.tr","2684"
"mobilcheckpoint@acibademmobil.com.tr","54"
"mobildigital@acibademmobil.com.tr","54"
"MobilDisariMailBlock@acibadem.com","54"
"mobildoktor@acibademmobil.com.tr","54"
"MOBILDosyaPaylasimGrubu@acibadem.com","13"
"mobilekg@acibademmobil.com.tr","54"
"mobiletikkurulu@acibadem.com","54"
"mobilfinans.rapor@acibademmobil.com.tr","671"
"mobilfinans@acibademmobil.com.tr","54"
"mobilhemsire@acibademmobil.com.tr","54"
"mobilidari@acibademmobil.com.tr","54"
"mobilidariisler@acibademmobil.com.tr","55"
"mobilik@acibademmobil.com.tr","610"
"mobilikegitim@acibademmobil.com.tr","55"
"mobilkalite@acibademmobil.com.tr","54"
"mobilkisiselveri@acibademmobil.com.tr","54"
"mobilkurumsaliletisim@acibadem.com","60"
"mobillabsonuc@acibadem.com","675"
"mobilmerkez@acibademmobil.com.tr","63"
"mobilmiy@acibademmobil.com.tr","1780"
"mobilopacil@acibademmobil.com.tr","54"
"mobilopacilsaha@acibademmobil.com.tr","54"
"mobilopdedike@acibademmobil.com.tr","54"
"mobilopevde@acibademmobil.com.tr","54"
"mobilopevdesaha@acibademmobil.com.tr","54"
"mobilopiste@acibademmobil.com.tr","54"
"mobiloplojistik@acibademmobil.com.tr","131"
"mobiloptumu@acibademmobil.com.tr","54"
"mobilopyonetim@acibademmobil.com.tr","54"
"mobilperlist@acibadem.com","54"
"mobilsaglik@acibadem.com","533"
"mobilsaglikkaliteyonetimi@acibademmobil.com.tr","10"
"mobilsaglikkurumsalpharma@acibadem.com","54"
"mobilsaglikorganizasyonyonetimi@acibadem.com","54"
"mobilsaglikosgb@acibadem.com","54"
"mobilsaglikrevir@acibademmobil.com.tr","61"
"mobilsatisbireysel@acibademmobil.com.tr","54"
"mobilsatiskurumsal@acibademmobil.com.tr","54"
"mobilsatispazarlama@acibademmobil.com.tr","58"
"mobilsatistumu@acibademmobil.com.tr","54"
"mobilsatisyonetim@acibademmobil.com.tr","54"
"mobilsozlesmebitis@acibademmobil.com.tr","60"
"mobilsurucu@acibademmobil.com.tr","54"
"mobilteam1@acibadem.com","54"
"mobilteam2@acibadem.com","54"
"mobiltelesatis@acibadem.com","55"
"mobiltelesatis2@acibadem.com","1567"
"mobiltelesatisbilgi@acibadem.com","54"
"mobiltelesatisyonetim@acibadem.com","54"
"mobiltesvik@acibademmobil.com.tr","43"
"mobilurunyonetimi@acibadem.com","56"
"mobilustyonetim@acibademmobil.com.tr","54"
"mobilyonetim@acibademmobil.com.tr","54"
"mobilyonetim1@acibadem.com","54"
"mobilyonetim2@acibadem.com","54"
"mobilyonetimtumu@acibademmobil.com.tr","54"
"mobiscskurulu@acibadem.com","54"
"mobkurumsaliletisim@acibadem.com","54"
"mobkvcdagitim@acibadem.com","54"
"mobmaliisler@acibademmobil.com.tr","1758"
"mobolaybildirim@acibadem.com","55"
"moburunbilgi@acibademmobil.com.tr","97"
"mobuyegonderi@acibademmobil.com.tr","102"
"Mobyenihizmet@acibademmobil.com.tr","54"
"mobyenisozlesme@acibademmobil.com.tr","151"
"mobzetproje@acibadem.com","54"
"moebiyomedikal@acibadem.com","194"
"mri@acibadem.com","1094"
"mrlinac@acibadem.com","4"
"msisoyurutmekurulu@acibadem.com","54"
"musterihizmetleri@acibademlabmed.com.tr","16170"
"musterihizmetleri@clinlab.com.tr","1815"
"Mutabakat2@acibadem.com","1"
"ncrhata@acibadem.com","40"
"netsec@acibadem.com","22208"
"nevbolgesorumlulari@acibadem.com","54"
"nicu_ah@acibadem.com","18"
"nobetciisletmeyonetimi@acibadem.com","22"
"norolojianabilimdali@acibadem.com","55"
"nutrisyonegitimtak@acibadem.com","73"
"nutrisyonevde@acibadem.com","1"
"octopushata@acibadem.com","17510"
"Oezbekistan@acibadem.com","95"
"operasyonelverimlilikmudurlugu@acibadem.com","59"
"operasyontakip@acibadem.com","2935"
"operasyonteklif@acibadem.com","1"
"operasyonverimlilikdirektorlugu@acibadem.com","24"
"operations@acibadem.com","63"
"ops@acibadem.com","8258"
"organizasyon@acibademmobil.com.tr","54"
"organnakli@acibadem.com","1"
"organnaklihastatalepform@acibadem.com","83"
"organtransplantation@acibadem.com","2"
"ozkan@acibadem.com","2"
"ozkanndenemee@acibadem.com","1"
"ozlukisleri@acibadem.com","1141"
"patoloji@acibadem.com","74"
"patperlist@acibadem.com","20"
"patsisbil@acibadem.com","13"
"pazarlamadirektorlugu@acibadem.com","72"
"pediatri@acibadem.com","1"
"pediatrinet@acibademmobil.com.tr","34"
"pemberota@acibadem.com","11"
"pmy@aplus.web.tr","4219"
"polbt@acibadem.com","693"
"poliklinikfinans1@acibadem.com","10"
"pr@acibadem.com","5"
"prjcerebralpluscore2_0@acibadem.com","3"
"PRJsmartport@acibadem.com","167"
"prmcalismagrubu@acibadem.com","13"
"procurement@acibadem.com","256"
"project.remix@acibadem.com","19"
"qdmsdestek@acibadem.com","58"
"quality@acibadem.com","259"
"renovasyon@acibadem.com","71"
"rusbolgesi@acibadem.com","10005"
"sabim@acibadem.com","1077"
"samandirauretim@acibadem.com","2"
"samguvenlik@acibadem.com","2"
"Samperlist@acibadem.com","27"
"satinalma@acibadem.com","82"
"satinalmaoneri@acibadem.com","1"
"satisaplus@acibadem.com.tr","13"
"saw@acibademmobil.com.tr","54"
"sensortalep@acibadem.com","63"
"seyahat@acibadem.com","10668"
"sistemdeneme@acibadem.com","9"
"sistemdestek.yonetim@acibadem.com","1230"
"sistina.anket@acibadem.com","1025"
"sistinapricing@acibademlabmed.com.tr","97"
"sizidinliyoruz@acibadem.com","21"
"SMAlerts@acibadem.com","1408"
"smartad.project@acibadem.com","71"
"smsikayetyonetim@acibadem.com","3068"
"solarwinds.notification@acibadem.com","16"
"sosyalkomite@acibadem.com","16"
"sosyalkomitekatilim@acibadem.com","215"
"spkanket@acibadem.com","3"
"sporbilet@acibadem.com","101"
"spororg@acibadem.com","2200"
"supportksa@acibademtechnology.com","7"
"sureccalismasianadolugrubu@acibadem.com","11"
"sureccalismasiprojegrubu@acibadem.com","32"
"tahsilat@acibadem.com","328"
"taksimdestekhizmetleri@acibadem.com","108"
"taksiminfo@acibadem.com","255"
"taksimmisafirhekim@acibadem.com","33"
"taksimperlist@acibadem.com","11"
"taksimulasim@acibadem.com","2161"
"tasarim@acibadem.com","56"
"tasksimhastahizmetleri@acibadem.com","78"
"tedarik@acibademmobil.com.tr","67"
"tekfatura@acibademmobil.com.tr","54"
"teknik@acibadem.com","9"
"teknikdestek.mobil@acibadem.com","54"
"tekserv_car@acibadem.com","7"
"teletip@acibadem.com","68"
"tepemuhasebe@acibadem.com","40"
"tffmalzeme@acibadem.com","2"
"tibbiarsiv@acibadem.com","285"
"tibbicihaztalepiade@acibadem.com","34"
"tibbikadrolarisealim@acibadem.com","229"
"tipmerkezleri.maliisler@acibadem.com","2"
"tkmldanadepo@acibadem.com","4180"
"tksacilservis@acibadem.com","267"
"tksameliyatbildirimlistesi@acibadem.com","85"
"tksameliyathanehemsireleri@acibadem.com","1"
"tksaplus@acibadem.com","90"
"tksastorearizabildirim@acibadem.com","43"
"tksayaktanfiyatverme@acibadem.com","224"
"tksbashekimlik@acibadem.com","134"
"tksbiyomedikal@acibadem.com","592"
"tksbt@acibadem.com","1196"
"tksdiyet@acibadem.com","3797"
"tksdoklist@acibadem.com","37"
"tksdoktorlar@acibadem.com","10"
"tkseczane@acibadem.com","40576"
"tksfaturakontrol@acibadem.com","1788"
"tksgecenobetci@acibadem.com","1377"
"tkshastakabulyetkilileri@acibadem.com","82"
"tkshd6.kat@acibadem.com","1"
"tkshd7kat@acibadem.com","4"
"tkshd8.kat@acibadem.com","4"
"tkshd9kat@acibadem.com","5"
"tkshdekipliderleri@acibadem.com","24"
"tkshdkeh@acibadem.com","37"
"tkshdpol@acibadem.com","21"
"tkshdsorumluhemsireler@acibadem.com","322"
"tkshemlist@acibadem.com","5"
"tkshhmacilservishastakabulyetkilileri@acibadem.com","117"
"tkshhmayaktanhastadanismanlari@acibadem.com","78"
"Tkshhmayaktanhastahizmetleri@acibadem.com","145"
"tkshhmcheckup@acibadem.com","84"
"tkshhmdanisma@acibadem.com","300"
"tkshhmekipliderleri@acibadem.com","1087"
"tkshhmhastayatiscikis@acibadem.com","539"
"tkshhmlist@acibadem.com","56"
"tkshhmsantral@acibadem.com","2205"
"tkshhmsorumlular@acibadem.com","293"
"tkshhmyatanhastadanismanlari@acibadem.com","140"
"tkshhmyatanhastahizmetleri@acibadem.com","485"
"tkshhmyonetim@acibadem.com","551"
"tkskehaday@acibadem.com","23"
"tkslabgrubu@acibadem.com","173"
"tksnobetteslim@acibadem.com","77"
"tksolaybildirim@acibadem.com","150"
"tksops@acibadem.com","590"
"tksperlist@acibadem.com","22"
"tksprovizyon@acibadem.com","12"
"tkstaburcuhastabilgisi@acibadem.com","1784"
"tksteknikhizmetler@acibadem.com","1"
"tksubs@acibadem.com","134"
"tksuhm@acibadem.com","4056"
"tksyabancihasta@acibadem.com","2"
"tksyatanborcdurumu@acibadem.com","84"
"tksyatanfiyatverme@acibadem.com","128"
"tksyatanhastamailgrubu@acibadem.com","60"
"toyotamobil@acibadem.com","54"
"tskhhmhastayatisplanlama@acibadem.com","78"
"ttmobilmiy@acibadem.com","54"
"tumdiyetisyenler@acibadem.com","94"
"tumorkonseyi@acibadem.com","3"
"turktelekom@acibadem.com","744"
"tzhvprovizyon@acibadem.com","2"
"uhmfk@acibadem.com","699"
"uhmhealthpoint@acibadem.com","4378"
"uhmmerkezoperasyon@acibadem.com","11"
"uhmmutercimtercuman@acibadem.com","1"
"uhmpazveiletisim@acibadem.com","535"
"uhmsatis@acibadem.com","214"
"uhmsatisyoneticiler@acibadem.com","108"
"uhmsikayetdegerlendirmeekibi@acibadem.com","30"
"uhmurunveisgelistirme@acibadem.com","825"
"Ukrayna@acibadem.com","2"
"uludaginfo@acibadem.com","49"
"ulusalcuprojeleri@acibadem.com","29"
"uluslararasiprojegelistirmeveoperasyonlar@acibadem.com","184"
"uluslararasisahaoperasyonhavuzkadro@acibadem.com","1"
"uluslararasisahaoperasyonyetkilileri@acibadem.com","62"
"uluslarasisahaoperasyonekipyoneticileri@acibadem.com","129"
"UniversiteTinax@acibadem.com","33"
"urolojiabd@acibadem.com","1"
"uroonkoloji@acibadem.com","18"
"uzundonembakmdestekper@acibadem.com","54"
"uzundonemhemsirelik@acibadem.com","54"
"vardiya@acibadem.com","2285"
"verimlilik@acibademlabmed.com.tr","24"
"web@acibadem.com","172"
"webmobillab@acibadem.com","54"
"weboperasyon@acibadem.com","61"
"webtalep@acibademmobil.com.tr","74"
"wellnessrapor@acibadem.com","7"
"yatirimci@acibadem.com","60"
"yatisodaplanlama@acibadem.com","14"
"yazilimgelistirme@acibademlabmed.com.tr","109"
"yemek.servis@acibadem.com","75"
"yoneticiozetlerimailbildirimgrubu@acibadem.com","39"
"yurtdisiodemetakip@acibadem.com","544"
"zehramine.erguven@internationalhospital.com.tr","45"
"zekdoklist@acibadem.com","20"
"zekeriyakoybashekimlik@acibadem.com","16"
"zekeriyakoydoktorlar@acibadem.com","34"
"zekeriyakoypersonellistesi@acibadem.com","37"
"zekhashiz@acibadem.com","46"
"zekhemhizlist@acibadem.com","1"
"zekhhmekipliderleri@acibadem.com","106"
"zekhhmyonetim@acibadem.com","112"
"zekperlist@acibadem.com","16"
"zkoy@acibadem.com","48"
"zkoyhastahizmetlerilistesi@acibadem.com","36"
"zkoyubs@acibadem.com","9"
